267,Special-Karte der Vereinicten Staaten von Nord-Amerika.,"Smith, J. Calvin (John Calvin) | Th. Fischer",1850,,,General Note: Relief shown by hachures.,,still image,,"Druck u. Verlag von Th. Fischer,",Cassel :,http://digitalcollections.nypl.org/items/f2666370-c52a-012f-e37d-3c075448cc4b
60082,[Street scene in Sussex county.],,1880,,,"General Note: Views of Northern New Jersey including Hoboken, Bergen Hill and Weehawken, Jersey City, Mont Clair, Dundee Lake, Dunellen, Lake Mohatcong, Madison, Maywood, Milford, Manunka Chunk, Hackettstown, New Brunswick, Newton, Pompton Falls, Plainfield, Ridgefield, Wortendyke, and including street views, buildings, bridges, parks, homes, schools, piers, shops, cable railway, landscapes, a mine, cemeteries, railroad stations, hotels, interiors, drug stores, tents and group portraits.",Carts & wagons | Clothing stores | Shoe stores | Commercial streets,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/1b5397b0-c550-012f-7e24-58d385a7bc34
60203,"De nieuwe Schutter Burgerij van de Oranje: Schutter, Officier, Schutter, Tamboer, Sergeant, Corporaal. 1787","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Military personnel,still image,,,,http://digitalcollections.nypl.org/items/2d77fe70-c550-012f-aae0-58d385a7bc34
60205,"Amsterdam. De nieuwe Burgerij in de Oranje. Constitutie va 1787: Officier, Sergeant, Korporaal, Tamboer, Schutters. 1787.","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums | Military personnel,still image,,,,http://digitalcollections.nypl.org/items/2dd9c1c0-c550-012f-9aac-58d385a7bc34
60703,"Ocean Avenue, Long Branch.","Pach, G. W. (Gustavus W.) (1845-1904)",1875,,,"General Note: Views of Long Branch, N.J., including beaches, piers, cottages, including Gen. Grant's, the Monmouth race track, Hoey's gardens, people enjoying the attractions and Pach's Photograph gallery, with people posing in front.",Tourism | Carriages & coaches | Drugstores | Commercial streets,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/77f37830-c550-012f-9e3c-58d385a7bc34
63672,Holland. Regiment de Grenadiers de la Garde Hollandais. 1806,"Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: Draper Fund,Military uniforms | History | Drums,still image,watercolor,,,http://digitalcollections.nypl.org/items/3bf40170-c552-012f-8544-58d385a7bc34
64570,"[Bataillon. Two soldiers with drums, one with a trumpet, one officer on a horseback.]","Vinkhuijzen, Hendrik Jacobus",,English,,,Military uniforms | History,still image,watercolor,,,http://digitalcollections.nypl.org/items/d0c0f7b0-c552-012f-4d24-58d385a7bc34
72485,"Lord & Taylor's Dry Goods Estab., Cor. Broadway and Grand St.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d2236df0-c558-012f-a97c-58d385a7bc34
72488,Stewart's 10th Street store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d29f4ee0-c558-012f-123c-58d385a7bc34
72490,"S.G. Barnum, Son & Co., No. 265 Main St. (The largest variety store in the world.)",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d3093810-c558-012f-5226-58d385a7bc34
72492,Market under East River Bridge.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d3852780-c558-012f-3ae2-58d385a7bc34
72494,Steinway & Sons.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d4021c10-c558-012f-e01f-58d385a7bc34
72497,A.T. Stewart's Building and Grace Church.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d47846a0-c558-012f-51b9-58d385a7bc34
72499,A.T. Stewart's & Co's Building.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d4f62d50-c558-012f-a928-58d385a7bc34
72501,A.T. Stewart's & Co's Building.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d570e960-c558-012f-8fff-58d385a7bc34
72504,Manhattan Market.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d5f041b0-c558-012f-4a25-58d385a7bc34
72506,Stewart's Dry goods Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d655fa80-c558-012f-dc36-58d385a7bc34
72508,"Steinway Hall, New York.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d6d62ef0-c558-012f-b89b-58d385a7bc34
72510,"A.T. Stewart & Co.'s Retail Store, New York.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d74f6230-c558-012f-38f1-58d385a7bc34
72512,A.T. Stewart's Retail Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d7ba4920-c558-012f-0d0b-58d385a7bc34
72514,A.T. Stewart's Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d838e8c0-c558-012f-2523-58d385a7bc34
72517,Washington Market.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d8b0cae0-c558-012f-11ed-58d385a7bc34
72519,A.T. Stewart's Store on 4th Avenue.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d91e10a0-c558-012f-8919-58d385a7bc34
72521,"Interior of Helmbold's Drugstore, Broadway.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/d9983000-c558-012f-b6b1-58d385a7bc34
72523,Interior of Helmbold's Drug Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/da801220-c558-012f-51d1-58d385a7bc34
72525,"Steinway Hall, 14th St. N.Y.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/daee2ed0-c558-012f-689e-58d385a7bc34
72528,A.T. Stewart & Co.'s Retail Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/db671970-c558-012f-9d66-58d385a7bc34
72530,"Lord & Taylor Store, 20th St. and Broadway.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/dbeafb20-c558-012f-bb20-58d385a7bc34
72532,Brooks Brothers Building.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/dc5ece00-c558-012f-a9bb-58d385a7bc34
72534,"Steinway's Hall, New York.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/dcc97e00-c558-012f-c1ee-58d385a7bc34
72536,"The Merry Butchers, Washington Market, New York.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/dd40cc00-c558-012f-7918-58d385a7bc34
72538,"George B. Reed & Co., General Auctioneers, Salesroom, No. 84 Cedar Street, near Broadway, New-York.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/ddb7c500-c558-012f-dd43-58d385a7bc34
72541,"John J. Hinchman & Co., Importers and Jobbers of Hosiery, Gloves &c. for Cash, 890 Broadway, N.Y.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/de206090-c558-012f-fef5-58d385a7bc34
72543,"The Burning of Cyrus W. Fields, Warehouse in New York.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/de9abff0-c558-012f-d9df-58d385a7bc34
72545,"One of the great Dry Goods Store of New york, H.B. Claflin & Co.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/df17c840-c558-012f-e2f3-58d385a7bc34
72547,"A.T. Stewart's Retail Store, Broadway and 10th Street.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/df8a1c40-c558-012f-72e5-58d385a7bc34
72549,"A.T. Stewart's Retail Store, Broadway and 10th Street.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e009b320-c558-012f-36c7-58d385a7bc34
72551,Interior of Manhattan Market.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e08429a0-c558-012f-0aca-58d385a7bc34
72553,Interior of Manhattan Market.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e0e68470-c558-012f-b062-58d385a7bc34
72555,A.T. Stewart's New Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e16458d0-c558-012f-2ae6-58d385a7bc34
72557,A.T. Stewart's New Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e1d8cb60-c558-012f-8285-58d385a7bc34
72559,Stewart's Dry Goods Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e2553db0-c558-012f-a50f-58d385a7bc34
72561,Stewart's Dry Goods Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e2c225b0-c558-012f-9d6b-58d385a7bc34
72564,Stewart's Dry Goods Store.,,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e33fcd50-c558-012f-ac6d-58d385a7bc34
72566,"A.T. Stewart & Co.'s Retail Store, N.Y.",,,,,"General Note: Views of markets and stores: variety and dry goods stores, interior of a drug store, auction houses, Manhattan Market including interiors, butchers at Washington market, the market ""under the East River bridge;"" also includes views of Brooks Brothers, Lord & Taylor's, Steinway Hall, a fire at Cyrus W. Field's warehouse and A. T. Stewart's store.  Some views duplicated.",Markets | Stores & shops,still image,Stereoscopic views,,,http://digitalcollections.nypl.org/items/e3c50fc0-c558-012f-02b5-58d385a7bc34
75435,Atabalero.  ([Año] 1150).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/3b888d20-c55b-012f-97cb-58d385a7bc34
75472,"Edad media Siglio XIII. Añafilero, de mesnada realenga; Atabalero, de mesnada de cibdad ó villa; Albogonero, de mesnada de cibdad ó villa.  1240","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Trumpets | Horn (Musical instrument),still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/441895b0-c55b-012f-19c1-58d385a7bc34
75550,"Lancero, de la tropas de la Hermandad de Castilla; Atambor, de las tropas de la Hermandad de Castilla; Alferez, de las tropas de la Hermandad de Castilla. ([Año] 1480).","Vinkhuijzen, Hendrik Jacobus",,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Flags | Spears | Hermandades,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/556d3100-c55b-012f-a24c-58d385a7bc34
75561,Soldados de la Hermandad. 1490,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Flags | Spears | Soldiers,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/583561a0-c55b-012f-09ab-58d385a7bc34
75583,"Atambor; Guardia, espanola; Alabardero, armado á la suiza; Lansquenet, aleman. 1496","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Spears | guards,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/5d3296e0-c55b-012f-9608-58d385a7bc34
75601,"Soldados de  [...] : Escopetero, Atabalero, Ballestero.  1505","Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Bow and arrow | Rifles,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/6157e790-c55b-012f-0d31-58d385a7bc34
75629,Atambor de infanteria; Pifaro de infanterio (Año 1534).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Flutes,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/676b1d70-c55b-012f-bcd5-58d385a7bc34
75639,Atambor y Pifaro. 1536,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Flutes,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/699a7ac0-c55b-012f-3b20-58d385a7bc34
75652,Dinastia austriaca Siglo XVI (Año 1560). Arcabucero; Atambor; Pifaro.,"Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Flutes | Rifles,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/6c99b230-c55b-012f-a6fc-58d385a7bc34
75664,Atambor y pifaro. 1589,"Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Flutes,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/6f383d30-c55b-012f-b882-58d385a7bc34
75672,"Atambor, Pifaro y Alferez. 1632","Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Flags | Flutes,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/71034940-c55b-012f-51d1-58d385a7bc34
75686,Tambor; Pifaro. Infanteria de linea. 1650,"Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Flutes | Infantry | Musical instruments,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/740c68a0-c55b-012f-e1c2-58d385a7bc34
75698,Tambor y Pifaro. (Colore Casa d'Austria [?]) (166?),"Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Wind instruments,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/76b179d0-c55b-012f-6b88-58d385a7bc34
75708,Timbalero de Caballos coraza [?] 1677,"Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Horses,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/7902e710-c55b-012f-7686-58d385a7bc34
75710,Timbalero (Año 1677).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Horses,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/79643a90-c55b-012f-0628-58d385a7bc34
75712,"a] Pifaro, Infanteria de linea. Tercio de los azules viejos. [b] Tambor, Infanteria de linea. Tercio de los verdes viejos. 1680","Vinkhuijzen, Hendrik Jacobus",1910,English,,General Note: Date shown on the title page -  1550-1750.,Military uniforms | History | Drums | Infantry | Wind instruments,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/79dbe3c0-c55b-012f-1064-58d385a7bc34
75731,Fusilero. Tambor. (Años de 1700 á 1718).,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Rifles,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/7e329690-c55b-012f-e9f1-58d385a7bc34
75737,Dragon y Tambor. 1702,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Daggers & swords | Cavalry,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/7f865280-c55b-012f-94f9-58d385a7bc34
75747,Dragon; Tambor de Dragones. 1704,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Daggers & swords | Cavalry | Rifles,still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/81b4f7e0-c55b-012f-7328-58d385a7bc34
75749,Tambor y Pifano. 1704,"Vinkhuijzen, Hendrik Jacobus",1910,English,,Ownership and Custodial History Note: The Draper Fund,Military uniforms | History | Drums | Pipes (Musical instruments),still image,chromolithograph SEE ALSO color lithograph,,Amsterdam,http://digitalcollections.nypl.org/items/822f7cc0-c55b-012f-4557-58d385a7bc34
